Month,Agency,Projection,Recovery
06/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
06/01/2024,MTA Consolidated,Best Case (Apr 2022),0.8
06/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.734
06/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.667
07/01/2024,Subway,Best Case (Dec 2020),0.92
07/01/2024,Subway,Midpoint (Dec 2020),0.875
07/01/2024,Subway,Worst Case (Dec 2020),0.83
07/01/2024,Subway,Best Case (Apr 2022),0.804
07/01/2024,Subway,Midpoint (Apr 2022),0.7376
07/01/2024,Subway,Worst Case (Apr 2022),0.672
07/01/2024,Bus,Best Case (Dec 2020),0.91
07/01/2024,Bus,Midpoint (Dec 2020),0.875
07/01/2024,Bus,Worst Case (Dec 2020),0.84
07/01/2024,Bus,Best Case (Apr 2022),0.844
07/01/2024,Bus,Midpoint (Apr 2022),0.7758
07/01/2024,Bus,Worst Case (Apr 2022),0.707
07/01/2024,LIRR,Best Case (Dec 2020),0.87
07/01/2024,LIRR,Midpoint (Dec 2020),0.795
07/01/2024,LIRR,Worst Case (Dec 2020),0.72
07/01/2024,LIRR,Best Case (Apr 2022),0.801
07/01/2024,LIRR,Midpoint (Apr 2022),0.7246
07/01/2024,LIRR,Worst Case (Apr 2022),0.648
07/01/2024,MNR,Best Case (Dec 2020),0.83
07/01/2024,MNR,Midpoint (Dec 2020),0.74
07/01/2024,MNR,Worst Case (Dec 2020),0.65
07/01/2024,MNR,Best Case (Apr 2022),0.755
07/01/2024,MNR,Midpoint (Apr 2022),0.6696
07/01/2024,MNR,Worst Case (Apr 2022),0.584
07/01/2024,SIR,Best Case (Dec 2020),0.92
07/01/2024,SIR,Midpoint (Dec 2020),0.875
07/01/2024,SIR,Worst Case (Dec 2020),0.83
07/01/2024,SIR,Best Case (Apr 2022),0.804
07/01/2024,SIR,Midpoint (Apr 2022),0.6717
07/01/2024,SIR,Worst Case (Apr 2022),0.672
07/01/2024,BT,Best Case (May 2020),1
07/01/2024,BT,Midpoint (May 2020),1
07/01/2024,BT,Worst Case (May 2020),1
07/01/2024,BT,Best Case (Nov 2020),1
07/01/2024,BT,Midpoint (Nov 2020),0.97
07/01/2024,BT,Worst Case (Nov 2020),0.94
07/01/2024,BT,Best Case (Dec 2020),1
07/01/2024,BT,Midpoint (Dec 2020),0.97
07/01/2024,BT,Worst Case (Dec 2020),0.94
07/01/2024,MTA Consolidated,Best Case (May 2020),1
07/01/2024,MTA Consolidated,Midpoint (May 2020),1
07/01/2024,MTA Consolidated,Worst Case (May 2020),1
07/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
07/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
07/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
07/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
07/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
07/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
07/01/2024,MTA Consolidated,Best Case (Apr 2022),0.812
07/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.744
07/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.677
08/01/2024,Subway,Best Case (Dec 2020),0.92
08/01/2024,Subway,Midpoint (Dec 2020),0.875
08/01/2024,Subway,Worst Case (Dec 2020),0.83
08/01/2024,Subway,Best Case (Apr 2022),0.807
08/01/2024,Subway,Midpoint (Apr 2022),0.7407
08/01/2024,Subway,Worst Case (Apr 2022),0.674
08/01/2024,Bus,Best Case (Dec 2020),0.91
08/01/2024,Bus,Midpoint (Dec 2020),0.875
08/01/2024,Bus,Worst Case (Dec 2020),0.84
08/01/2024,Bus,Best Case (Apr 2022),0.846
08/01/2024,Bus,Midpoint (Apr 2022),0.7769
08/01/2024,Bus,Worst Case (Apr 2022),0.708
08/01/2024,LIRR,Best Case (Dec 2020),0.87
08/01/2024,LIRR,Midpoint (Dec 2020),0.795
08/01/2024,LIRR,Worst Case (Dec 2020),0.72
08/01/2024,LIRR,Best Case (Apr 2022),0.806
08/01/2024,LIRR,Midpoint (Apr 2022),0.7285
08/01/2024,LIRR,Worst Case (Apr 2022),0.651
08/01/2024,MNR,Best Case (Dec 2020),0.83
08/01/2024,MNR,Midpoint (Dec 2020),0.74
08/01/2024,MNR,Worst Case (Dec 2020),0.65
08/01/2024,MNR,Best Case (Apr 2022),0.759
08/01/2024,MNR,Midpoint (Apr 2022),0.6726
08/01/2024,MNR,Worst Case (Apr 2022),0.586
08/01/2024,SIR,Best Case (Dec 2020),0.92
08/01/2024,SIR,Midpoint (Dec 2020),0.875
08/01/2024,SIR,Worst Case (Dec 2020),0.83
08/01/2024,SIR,Best Case (Apr 2022),0.807
08/01/2024,SIR,Midpoint (Apr 2022),0.6744
08/01/2024,SIR,Worst Case (Apr 2022),0.674
08/01/2024,BT,Best Case (May 2020),1
08/01/2024,BT,Midpoint (May 2020),1
08/01/2024,BT,Worst Case (May 2020),1
08/01/2024,BT,Best Case (Nov 2020),1
08/01/2024,BT,Midpoint (Nov 2020),0.97
08/01/2024,BT,Worst Case (Nov 2020),0.94
08/01/2024,BT,Best Case (Dec 2020),1
08/01/2024,BT,Midpoint (Dec 2020),0.97
08/01/2024,BT,Worst Case (Dec 2020),0.94
08/01/2024,MTA Consolidated,Best Case (May 2020),1
08/01/2024,MTA Consolidated,Midpoint (May 2020),1
08/01/2024,MTA Consolidated,Worst Case (May 2020),1
08/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
08/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
08/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
08/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
08/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
08/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
08/01/2024,MTA Consolidated,Best Case (Apr 2022),0.815
08/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.747
08/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.679
09/01/2024,Subway,Best Case (Dec 2020),0.92
09/01/2024,Subway,Midpoint (Dec 2020),0.875
09/01/2024,Subway,Worst Case (Dec 2020),0.83
09/01/2024,Subway,Best Case (Apr 2022),0.811
09/01/2024,Subway,Midpoint (Apr 2022),0.7439
09/01/2024,Subway,Worst Case (Apr 2022),0.677
09/01/2024,Bus,Best Case (Dec 2020),0.91
09/01/2024,Bus,Midpoint (Dec 2020),0.875
09/01/2024,Bus,Worst Case (Dec 2020),0.84
09/01/2024,Bus,Best Case (Apr 2022),0.847
09/01/2024,Bus,Midpoint (Apr 2022),0.778
09/01/2024,Bus,Worst Case (Apr 2022),0.709
09/01/2024,LIRR,Best Case (Dec 2020),0.87
09/01/2024,LIRR,Midpoint (Dec 2020),0.795
09/01/2024,LIRR,Worst Case (Dec 2020),0.72
09/01/2024,LIRR,Best Case (Apr 2022),0.811
09/01/2024,LIRR,Midpoint (Apr 2022),0.7324
09/01/2024,LIRR,Worst Case (Apr 2022),0.654
09/01/2024,MNR,Best Case (Dec 2020),0.83
09/01/2024,MNR,Midpoint (Dec 2020),0.74
09/01/2024,MNR,Worst Case (Dec 2020),0.65
09/01/2024,MNR,Best Case (Apr 2022),0.763
09/01/2024,MNR,Midpoint (Apr 2022),0.6757
09/01/2024,MNR,Worst Case (Apr 2022),0.589
09/01/2024,SIR,Best Case (Dec 2020),0.92
09/01/2024,SIR,Midpoint (Dec 2020),0.875
09/01/2024,SIR,Worst Case (Dec 2020),0.83
09/01/2024,SIR,Best Case (Apr 2022),0.811
09/01/2024,SIR,Midpoint (Apr 2022),0.6772
09/01/2024,SIR,Worst Case (Apr 2022),0.677
09/01/2024,BT,Best Case (May 2020),1
09/01/2024,BT,Midpoint (May 2020),1
09/01/2024,BT,Worst Case (May 2020),1
09/01/2024,BT,Best Case (Nov 2020),1
09/01/2024,BT,Midpoint (Nov 2020),0.97
09/01/2024,BT,Worst Case (Nov 2020),0.94
09/01/2024,BT,Best Case (Dec 2020),1
09/01/2024,BT,Midpoint (Dec 2020),0.97
09/01/2024,BT,Worst Case (Dec 2020),0.94
09/01/2024,MTA Consolidated,Best Case (May 2020),1
09/01/2024,MTA Consolidated,Midpoint (May 2020),1
09/01/2024,MTA Consolidated,Worst Case (May 2020),1
09/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
09/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
09/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
09/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
09/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
09/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
09/01/2024,MTA Consolidated,Best Case (Apr 2022),0.818
09/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.75
09/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.681
10/01/2024,Subway,Best Case (Dec 2020),0.92
10/01/2024,Subway,Midpoint (Dec 2020),0.875
10/01/2024,Subway,Worst Case (Dec 2020),0.83
10/01/2024,Subway,Best Case (Apr 2022),0.823
10/01/2024,Subway,Midpoint (Apr 2022),0.7552
10/01/2024,Subway,Worst Case (Apr 2022),0.687
10/01/2024,Bus,Best Case (Dec 2020),0.91
10/01/2024,Bus,Midpoint (Dec 2020),0.875
10/01/2024,Bus,Worst Case (Dec 2020),0.84
10/01/2024,Bus,Best Case (Apr 2022),0.854
10/01/2024,Bus,Midpoint (Apr 2022),0.7845
10/01/2024,Bus,Worst Case (Apr 2022),0.715
10/01/2024,LIRR,Best Case (Dec 2020),0.87
10/01/2024,LIRR,Midpoint (Dec 2020),0.795
10/01/2024,LIRR,Worst Case (Dec 2020),0.72
10/01/2024,LIRR,Best Case (Apr 2022),0.821
10/01/2024,LIRR,Midpoint (Apr 2022),0.7422
10/01/2024,LIRR,Worst Case (Apr 2022),0.663
10/01/2024,MNR,Best Case (Dec 2020),0.83
10/01/2024,MNR,Midpoint (Dec 2020),0.74
10/01/2024,MNR,Worst Case (Dec 2020),0.65
10/01/2024,MNR,Best Case (Apr 2022),0.773
10/01/2024,MNR,Midpoint (Apr 2022),0.6841
10/01/2024,MNR,Worst Case (Apr 2022),0.595
10/01/2024,SIR,Best Case (Dec 2020),0.92
10/01/2024,SIR,Midpoint (Dec 2020),0.875
10/01/2024,SIR,Worst Case (Dec 2020),0.83
10/01/2024,SIR,Best Case (Apr 2022),0.823
10/01/2024,SIR,Midpoint (Apr 2022),0.6872
10/01/2024,SIR,Worst Case (Apr 2022),0.687
10/01/2024,BT,Best Case (May 2020),1
10/01/2024,BT,Midpoint (May 2020),1
10/01/2024,BT,Worst Case (May 2020),1
10/01/2024,BT,Best Case (Nov 2020),1
10/01/2024,BT,Midpoint (Nov 2020),0.97
10/01/2024,BT,Worst Case (Nov 2020),0.94
10/01/2024,BT,Best Case (Dec 2020),1
10/01/2024,BT,Midpoint (Dec 2020),0.97
10/01/2024,BT,Worst Case (Dec 2020),0.94
10/01/2024,MTA Consolidated,Best Case (May 2020),1
10/01/2024,MTA Consolidated,Midpoint (May 2020),1
10/01/2024,MTA Consolidated,Worst Case (May 2020),1
10/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
10/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
10/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
10/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
10/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
10/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
10/01/2024,MTA Consolidated,Best Case (Apr 2022),0.829
10/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.76
10/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.69
11/01/2024,Subway,Best Case (Dec 2020),0.92
11/01/2024,Subway,Midpoint (Dec 2020),0.875
11/01/2024,Subway,Worst Case (Dec 2020),0.83
11/01/2024,Subway,Best Case (Apr 2022),0.817
11/01/2024,Subway,Midpoint (Apr 2022),0.7501
11/01/2024,Subway,Worst Case (Apr 2022),0.683
11/01/2024,Bus,Best Case (Dec 2020),0.91
11/01/2024,Bus,Midpoint (Dec 2020),0.875
11/01/2024,Bus,Worst Case (Dec 2020),0.84
11/01/2024,Bus,Best Case (Apr 2022),0.85
11/01/2024,Bus,Midpoint (Apr 2022),0.7802
11/01/2024,Bus,Worst Case (Apr 2022),0.71
11/01/2024,LIRR,Best Case (Dec 2020),0.87
11/01/2024,LIRR,Midpoint (Dec 2020),0.795
11/01/2024,LIRR,Worst Case (Dec 2020),0.72
11/01/2024,LIRR,Best Case (Apr 2022),0.82
11/01/2024,LIRR,Midpoint (Apr 2022),0.7403
11/01/2024,LIRR,Worst Case (Apr 2022),0.661
11/01/2024,MNR,Best Case (Dec 2020),0.83
11/01/2024,MNR,Midpoint (Dec 2020),0.74
11/01/2024,MNR,Worst Case (Dec 2020),0.65
11/01/2024,MNR,Best Case (Apr 2022),0.77
11/01/2024,MNR,Midpoint (Apr 2022),0.6817
11/01/2024,MNR,Worst Case (Apr 2022),0.593
11/01/2024,SIR,Best Case (Dec 2020),0.92
11/01/2024,SIR,Midpoint (Dec 2020),0.875
11/01/2024,SIR,Worst Case (Dec 2020),0.83
11/01/2024,SIR,Best Case (Apr 2022),0.817
11/01/2024,SIR,Midpoint (Apr 2022),0.6827
11/01/2024,SIR,Worst Case (Apr 2022),0.683
11/01/2024,BT,Best Case (May 2020),1
11/01/2024,BT,Midpoint (May 2020),1
11/01/2024,BT,Worst Case (May 2020),1
11/01/2024,BT,Best Case (Nov 2020),1
11/01/2024,BT,Midpoint (Nov 2020),0.97
11/01/2024,BT,Worst Case (Nov 2020),0.94
11/01/2024,BT,Best Case (Dec 2020),1
11/01/2024,BT,Midpoint (Dec 2020),0.97
11/01/2024,BT,Worst Case (Dec 2020),0.94
11/01/2024,MTA Consolidated,Best Case (May 2020),1
11/01/2024,MTA Consolidated,Midpoint (May 2020),1
11/01/2024,MTA Consolidated,Worst Case (May 2020),1
11/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
11/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
11/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
11/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
11/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
11/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
11/01/2024,MTA Consolidated,Best Case (Apr 2022),0.824
11/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.755
11/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.686
12/01/2024,Subway,Best Case (Dec 2020),0.92
12/01/2024,Subway,Midpoint (Dec 2020),0.875
12/01/2024,Subway,Worst Case (Dec 2020),0.83
12/01/2024,Subway,Best Case (Apr 2022),0.812
12/01/2024,Subway,Midpoint (Apr 2022),0.745
12/01/2024,Subway,Worst Case (Apr 2022),0.678
12/01/2024,Bus,Best Case (Dec 2020),0.91
12/01/2024,Bus,Midpoint (Dec 2020),0.875
12/01/2024,Bus,Worst Case (Dec 2020),0.84
12/01/2024,Bus,Best Case (Apr 2022),0.845
12/01/2024,Bus,Midpoint (Apr 2022),0.7758
12/01/2024,Bus,Worst Case (Apr 2022),0.706
12/01/2024,LIRR,Best Case (Dec 2020),0.87
12/01/2024,LIRR,Midpoint (Dec 2020),0.795
12/01/2024,LIRR,Worst Case (Dec 2020),0.72
12/01/2024,LIRR,Best Case (Apr 2022),0.819
12/01/2024,LIRR,Midpoint (Apr 2022),0.7384
12/01/2024,LIRR,Worst Case (Apr 2022),0.658
12/01/2024,MNR,Best Case (Dec 2020),0.83
12/01/2024,MNR,Midpoint (Dec 2020),0.74
12/01/2024,MNR,Worst Case (Dec 2020),0.65
12/01/2024,MNR,Best Case (Apr 2022),0.767
12/01/2024,MNR,Midpoint (Apr 2022),0.6793
12/01/2024,MNR,Worst Case (Apr 2022),0.591
12/01/2024,SIR,Best Case (Dec 2020),0.92
12/01/2024,SIR,Midpoint (Dec 2020),0.875
12/01/2024,SIR,Worst Case (Dec 2020),0.83
12/01/2024,SIR,Best Case (Apr 2022),0.812
12/01/2024,SIR,Midpoint (Apr 2022),0.6782
12/01/2024,SIR,Worst Case (Apr 2022),0.678
12/01/2024,BT,Best Case (May 2020),1
12/01/2024,BT,Midpoint (May 2020),1
12/01/2024,BT,Worst Case (May 2020),1
12/01/2024,BT,Best Case (Nov 2020),1
12/01/2024,BT,Midpoint (Nov 2020),0.97
12/01/2024,BT,Worst Case (Nov 2020),0.94
12/01/2024,BT,Best Case (Dec 2020),1
12/01/2024,BT,Midpoint (Dec 2020),0.97
12/01/2024,BT,Worst Case (Dec 2020),0.94
12/01/2024,MTA Consolidated,Best Case (May 2020),1
12/01/2024,MTA Consolidated,Midpoint (May 2020),1
12/01/2024,MTA Consolidated,Worst Case (May 2020),1
12/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
12/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
12/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
12/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
12/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
12/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
12/01/2024,MTA Consolidated,Best Case (Apr 2022),0.819
12/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.75
12/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.681
01/01/2025,Subway,Best Case (Apr 2022),0.798
01/01/2025,Subway,Midpoint (Apr 2022),0.733
01/01/2025,Subway,Worst Case (Apr 2022),0.668
01/01/2025,Bus,Best Case (Apr 2022),0.828
01/01/2025,Bus,Midpoint (Apr 2022),0.7593
01/01/2025,Bus,Worst Case (Apr 2022),0.691
01/01/2025,LIRR,Best Case (Apr 2022),0.815
01/01/2025,LIRR,Midpoint (Apr 2022),0.7334
01/01/2025,LIRR,Worst Case (Apr 2022),0.652
01/01/2025,MNR,Best Case (Apr 2022),0.761
01/01/2025,MNR,Midpoint (Apr 2022),0.6742
01/01/2025,MNR,Worst Case (Apr 2022),0.587
01/01/2025,SIR,Best Case (Apr 2022),0.798
01/01/2025,SIR,Midpoint (Apr 2022),0.6675
01/01/2025,SIR,Worst Case (Apr 2022),0.668
01/01/2025,MTA Consolidated,Best Case (Apr 2022),0.805
01/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.738
01/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.67
02/01/2025,Subway,Best Case (Apr 2022),0.801
02/01/2025,Subway,Midpoint (Apr 2022),0.7349
02/01/2025,Subway,Worst Case (Apr 2022),0.669
02/01/2025,Bus,Best Case (Apr 2022),0.836
02/01/2025,Bus,Midpoint (Apr 2022),0.7672
02/01/2025,Bus,Worst Case (Apr 2022),0.698
02/01/2025,LIRR,Best Case (Apr 2022),0.816
02/01/2025,LIRR,Midpoint (Apr 2022),0.7346
02/01/2025,LIRR,Worst Case (Apr 2022),0.653
02/01/2025,MNR,Best Case (Apr 2022),0.762
02/01/2025,MNR,Midpoint (Apr 2022),0.6745
02/01/2025,MNR,Worst Case (Apr 2022),0.587
02/01/2025,SIR,Best Case (Apr 2022),0.801
02/01/2025,SIR,Midpoint (Apr 2022),0.6692
02/01/2025,SIR,Worst Case (Apr 2022),0.669
02/01/2025,MTA Consolidated,Best Case (Apr 2022),0.809
02/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.741
02/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.673
03/01/2025,Subway,Best Case (Apr 2022),0.803
03/01/2025,Subway,Midpoint (Apr 2022),0.7368
03/01/2025,Subway,Worst Case (Apr 2022),0.671
03/01/2025,Bus,Best Case (Apr 2022),0.845
03/01/2025,Bus,Midpoint (Apr 2022),0.775
03/01/2025,Bus,Worst Case (Apr 2022),0.705
03/01/2025,LIRR,Best Case (Apr 2022),0.818
03/01/2025,LIRR,Midpoint (Apr 2022),0.7358
03/01/2025,LIRR,Worst Case (Apr 2022),0.654
03/01/2025,MNR,Best Case (Apr 2022),0.763
03/01/2025,MNR,Midpoint (Apr 2022),0.6749
03/01/2025,MNR,Worst Case (Apr 2022),0.587
03/01/2025,SIR,Best Case (Apr 2022),0.803
03/01/2025,SIR,Midpoint (Apr 2022),0.6709
03/01/2025,SIR,Worst Case (Apr 2022),0.671
03/01/2025,MTA Consolidated,Best Case (Apr 2022),0.813
03/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.744
03/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.676
04/01/2025,Subway,Best Case (Apr 2022),0.798
04/01/2025,Subway,Midpoint (Apr 2022),0.7325
04/01/2025,Subway,Worst Case (Apr 2022),0.667
04/01/2025,Bus,Best Case (Apr 2022),0.857
04/01/2025,Bus,Midpoint (Apr 2022),0.7861
04/01/2025,Bus,Worst Case (Apr 2022),0.715
04/01/2025,LIRR,Best Case (Apr 2022),0.818
04/01/2025,LIRR,Midpoint (Apr 2022),0.7357
04/01/2025,LIRR,Worst Case (Apr 2022),0.653
04/01/2025,MNR,Best Case (Apr 2022),0.762
04/01/2025,MNR,Midpoint (Apr 2022),0.6742
04/01/2025,MNR,Worst Case (Apr 2022),0.586
04/01/2025,SIR,Best Case (Apr 2022),0.798
04/01/2025,SIR,Midpoint (Apr 2022),0.667
04/01/2025,SIR,Worst Case (Apr 2022),0.667
04/01/2025,MTA Consolidated,Best Case (Apr 2022),0.813
04/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.744
04/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.676
05/01/2025,Subway,Best Case (Apr 2022),0.807
05/01/2025,Subway,Midpoint (Apr 2022),0.7407
05/01/2025,Subway,Worst Case (Apr 2022),0.674
05/01/2025,Bus,Best Case (Apr 2022),0.863
05/01/2025,Bus,Midpoint (Apr 2022),0.7907
05/01/2025,Bus,Worst Case (Apr 2022),0.719
05/01/2025,LIRR,Best Case (Apr 2022),0.821
05/01/2025,LIRR,Midpoint (Apr 2022),0.7381
05/01/2025,LIRR,Worst Case (Apr 2022),0.655
05/01/2025,MNR,Best Case (Apr 2022),0.764
05/01/2025,MNR,Midpoint (Apr 2022),0.6757
05/01/2025,MNR,Worst Case (Apr 2022),0.587
05/01/2025,SIR,Best Case (Apr 2022),0.807
05/01/2025,SIR,Midpoint (Apr 2022),0.6743
05/01/2025,SIR,Worst Case (Apr 2022),0.674
05/01/2025,MTA Consolidated,Best Case (Apr 2022),0.82
05/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.751
05/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.682
06/01/2025,Subway,Best Case (Apr 2022),0.816
06/01/2025,Subway,Midpoint (Apr 2022),0.7488
06/01/2025,Subway,Worst Case (Apr 2022),0.682
06/01/2025,Bus,Best Case (Apr 2022),0.868
06/01/2025,Bus,Midpoint (Apr 2022),0.7953
06/01/2025,Bus,Worst Case (Apr 2022),0.723
06/01/2025,LIRR,Best Case (Apr 2022),0.824
06/01/2025,LIRR,Midpoint (Apr 2022),0.7405
06/01/2025,LIRR,Worst Case (Apr 2022),0.657
06/01/2025,MNR,Best Case (Apr 2022),0.766
06/01/2025,MNR,Midpoint (Apr 2022),0.6772
06/01/2025,MNR,Worst Case (Apr 2022),0.588
06/01/2025,SIR,Best Case (Apr 2022),0.816
06/01/2025,SIR,Midpoint (Apr 2022),0.6817
06/01/2025,SIR,Worst Case (Apr 2022),0.682
06/01/2025,MTA Consolidated,Best Case (Apr 2022),0.828
06/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.758
06/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.688
07/01/2025,Subway,Best Case (Apr 2022),0.831
07/01/2025,Subway,Midpoint (Apr 2022),0.7621
07/01/2025,Subway,Worst Case (Apr 2022),0.694
07/01/2025,Bus,Best Case (Apr 2022),0.877
07/01/2025,Bus,Midpoint (Apr 2022),0.8035
07/01/2025,Bus,Worst Case (Apr 2022),0.73
07/01/2025,LIRR,Best Case (Apr 2022),0.825
07/01/2025,LIRR,Midpoint (Apr 2022),0.7415
07/01/2025,LIRR,Worst Case (Apr 2022),0.658
07/01/2025,MNR,Best Case (Apr 2022),0.766
07/01/2025,MNR,Midpoint (Apr 2022),0.6773
07/01/2025,MNR,Worst Case (Apr 2022),0.588
07/01/2025,SIR,Best Case (Apr 2022),0.831
07/01/2025,SIR,Midpoint (Apr 2022),0.6937
07/01/2025,SIR,Worst Case (Apr 2022),0.694
07/01/2025,MTA Consolidated,Best Case (Apr 2022),0.84
07/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.769
07/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.697
08/01/2025,Subway,Best Case (Apr 2022),0.834
08/01/2025,Subway,Midpoint (Apr 2022),0.7651
08/01/2025,Subway,Worst Case (Apr 2022),0.696
08/01/2025,Bus,Best Case (Apr 2022),0.878
08/01/2025,Bus,Midpoint (Apr 2022),0.8045
08/01/2025,Bus,Worst Case (Apr 2022),0.731
08/01/2025,LIRR,Best Case (Apr 2022),0.83
08/01/2025,LIRR,Midpoint (Apr 2022),0.7453
08/01/2025,LIRR,Worst Case (Apr 2022),0.661
08/01/2025,MNR,Best Case (Apr 2022),0.77
08/01/2025,MNR,Midpoint (Apr 2022),0.6802
08/01/2025,MNR,Worst Case (Apr 2022),0.591
08/01/2025,SIR,Best Case (Apr 2022),0.834
08/01/2025,SIR,Midpoint (Apr 2022),0.6963
08/01/2025,SIR,Worst Case (Apr 2022),0.696
08/01/2025,MTA Consolidated,Best Case (Apr 2022),0.843
08/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.771
08/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.7
09/01/2025,Subway,Best Case (Apr 2022),0.837
09/01/2025,Subway,Midpoint (Apr 2022),0.7681
09/01/2025,Subway,Worst Case (Apr 2022),0.699
09/01/2025,Bus,Best Case (Apr 2022),0.88
09/01/2025,Bus,Midpoint (Apr 2022),0.8055
09/01/2025,Bus,Worst Case (Apr 2022),0.731
09/01/2025,LIRR,Best Case (Apr 2022),0.834
09/01/2025,LIRR,Midpoint (Apr 2022),0.7491
09/01/2025,LIRR,Worst Case (Apr 2022),0.664
09/01/2025,MNR,Best Case (Apr 2022),0.773
09/01/2025,MNR,Midpoint (Apr 2022),0.683
09/01/2025,MNR,Worst Case (Apr 2022),0.593
09/01/2025,SIR,Best Case (Apr 2022),0.837
09/01/2025,SIR,Midpoint (Apr 2022),0.699
09/01/2025,SIR,Worst Case (Apr 2022),0.699
09/01/2025,MTA Consolidated,Best Case (Apr 2022),0.846
09/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.774
09/01/2025,MTA Consolidated,Worst Case (Apr 2022),0.702
10/01/2025,Subway,Best Case (Apr 2022),0.85
10/01/2025,Subway,Midpoint (Apr 2022),0.7795
10/01/2025,Subway,Worst Case (Apr 2022),0.709
10/01/2025,Bus,Best Case (Apr 2022),0.887
10/01/2025,Bus,Midpoint (Apr 2022),0.812
10/01/2025,Bus,Worst Case (Apr 2022),0.737
10/01/2025,LIRR,Best Case (Apr 2022),0.844
10/01/2025,LIRR,Midpoint (Apr 2022),0.7588
10/01/2025,LIRR,Worst Case (Apr 2022),0.673
10/01/2025,MNR,Best Case (Apr 2022),0.783
10/01/2025,MNR,Midpoint (Apr 2022),0.6913
10/01/2025,MNR,Worst Case (Apr 2022),0.6
10/01/2025,SIR,Best Case (Apr 2022),0.85
10/01/2025,SIR,Midpoint (Apr 2022),0.7091
10/01/2025,SIR,Worst Case (Apr 2022),0.709
10/01/2025,MTA Consolidated,Best Case (Apr 2022),0.857
10/01/2025,MTA Consolidated,Midpoint (Apr 2022),0.784
